person_gender,person_education,person_emp_exp,person_home_ownership,loan_intent,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,person_age,person_income,loan_amnt,cb_person_cred_hist_length,loan_status
male,Associate,2,RENT,EDUCATION,14.35,0.16,461,Yes,26,39118,6400,4,0
male,Master,3,RENT,MEDICAL,14.96,0.11,698,No,22,65924,7000,2,1
male,Bachelor,0,MORTGAGE,DEBTCONSOLIDATION,11.01,0.08,695,No,23,89202,7500,2,0
female,Bachelor,0,RENT,MEDICAL,11.01,0.37,668,No,24,80544,30000,3,1
male,Bachelor,3,MORTGAGE,MEDICAL,11.49,0.03,579,No,25,60954,2100,3,1
male,High School,0,RENT,MEDICAL,15.95,0.34,662,No,22,73798,25000,4,1
male,High School,0,MORTGAGE,EDUCATION,5.79,0.15,636,No,22,73331,11200,4,0
female,High School,5,MORTGAGE,VENTURE,6.03,0.04,676,Yes,25,61030,2600,3,0
male,Associate,1,MORTGAGE,DEBTCONSOLIDATION,10.59,0.12,609,No,24,73017,8500,4,0
female,High School,0,MORTGAGE,DEBTCONSOLIDATION,12.69,0.13,642,Yes,24,114791,15000,3,0
female,Bachelor,0,MORTGAGE,MEDICAL,6.17,0.08,515,Yes,22,72816,6125,2,0
female,Bachelor,0,RENT,VENTURE,6.62,0.11,660,Yes,24,90923,10000,2,0
male,Bachelor,2,MORTGAGE,VENTURE,6.99,0.1,616,Yes,22,91015,9000,3,0
male,Master,0,RENT,DEBTCONSOLIDATION,11.01,0.22,668,Yes,22,45375,10000,2,0
male,Associate,3,RENT,DEBTCONSOLIDATION,8.07,0.08,641,Yes,24,65759,5500,3,0
female,High School,2,MORTGAGE,MEDICAL,10.99,0.2,652,No,25,123605,25000,2,1
male,High School,3,MORTGAGE,MEDICAL,13.49,0.16,533,Yes,22,74488,12000,4,0
female,High School,0,MORTGAGE,VENTURE,6.17,0.1,651,Yes,23,54040,5500,4,0
male,Master,5,MORTGAGE,VENTURE,13.87,0.05,624,No,25,126801,6500,3,0
female,Associate,1,OWN,VENTURE,10.25,0.17,567,Yes,22,87493,15000,4,0
male,Associate,2,RENT,MEDICAL,9.25,0.22,625,No,24,37181,8000,2,0
female,Master,4,RENT,MEDICAL,15.7,0.4,643,No,24,35674,14400,4,1
female,Bachelor,2,RENT,MEDICAL,7.14,0.28,565,No,23,26437,7500,4,1
female,Master,6,RENT,MEDICAL,8.9,0.12,680,No,26,44890,5400,4,0
female,Bachelor,3,MORTGAGE,DEBTCONSOLIDATION,9.63,0.16,660,Yes,25,91854,14500,3,0
male,Associate,5,RENT,PERSONAL,15.05,0.19,598,No,26,130811,25000,2,1
male,Bachelor,3,RENT,MEDICAL,7.14,0.2,593,No,25,60425,12000,3,0
male,High School,7,MORTGAGE,PERSONAL,10.99,0.05,675,Yes,26,63182,3300,2,0
female,Bachelor,2,RENT,MEDICAL,11.49,0.06,557,Yes,23,53948,3000,2,0
female,High School,4,RENT,MEDICAL,7.51,0.24,579,Yes,26,49306,12000,2,0
male,Master,1,RENT,EDUCATION,8.9,0.16,596,Yes,24,73039,12000,3,0
male,Associate,1,MORTGAGE,EDUCATION,7.74,0.16,625,Yes,26,61090,10000,2,0
male,Bachelor,0,RENT,EDUCATION,7.88,0.1,609,Yes,23,46576,4500,3,0
male,Master,4,RENT,MEDICAL,8.88,0.2,698,No,23,84670,17000,4,0
female,Associate,0,MORTGAGE,MEDICAL,7.88,0.09,667,Yes,22,58683,5000,2,0
female,Bachelor,0,RENT,VENTURE,10.99,0.19,674,No,23,29673,5500,4,0
male,High School,0,MORTGAGE,DEBTCONSOLIDATION,11.01,0.14,545,Yes,23,73169,10000,3,0
female,High School,0,RENT,DEBTCONSOLIDATION,16.89,0.12,658,No,22,42230,5000,2,1
male,Associate,3,MORTGAGE,PERSONAL,9.63,0.11,643,No,24,144887,16000,2,0
female,Associate,1,MORTGAGE,PERSONAL,5.79,0.12,656,Yes,24,97628,12000,2,0
male,Associate,2,RENT,HOMEIMPROVEMENT,10.99,0.1,573,No,25,34167,3500,4,1
female,Associate,1,MORTGAGE,DEBTCONSOLIDATION,18.43,0.23,503,No,23,60785,13750,3,1
female,Bachelor,0,RENT,EDUCATION,11.01,0.06,684,Yes,22,43345,2400,4,0
female,High School,1,RENT,MEDICAL,13.23,0.05,633,No,23,152279,8000,2,0
male,High School,1,RENT,DEBTCONSOLIDATION,10.37,0.12,661,No,21,24961,3000,4,0
female,Master,0,RENT,PERSONAL,7.49,0.1,650,No,22,193008,20000,3,0
female,Associate,0,RENT,PERSONAL,11.71,0.21,617,Yes,22,55975,12000,4,0
female,Bachelor,2,OWN,EDUCATION,9.64,0.31,646,Yes,26,49038,15000,4,0
female,Associate,2,RENT,EDUCATION,14.61,0.11,668,No,25,48951,5600,2,0
male,Bachelor,0,RENT,EDUCATION,6.54,0.08,624,Yes,23,92048,7000,4,0
male,High School,3,RENT,VENTURE,10.99,0.05,621,Yes,22,53076,2400,3,0
male,Associate,2,RENT,DEBTCONSOLIDATION,10.65,0.09,664,Yes,25,66771,6000,2,0
female,High School,6,RENT,VENTURE,7.14,0.07,560,Yes,26,73082,5000,2,0
female,High School,7,RENT,VENTURE,17.58,0.24,568,Yes,25,36847,9000,2,0
male,Master,0,RENT,MEDICAL,6.99,0.08,636,No,22,63558,5000,2,0
female,Master,0,MORTGAGE,EDUCATION,11.49,0.02,682,No,22,121043,3000,4,0
female,High School,4,MORTGAGE,VENTURE,6.54,0.18,569,Yes,25,108911,20000,3,0
male,High School,3,RENT,VENTURE,15.23,0.14,642,No,24,56953,8000,2,1
male,Master,3,MORTGAGE,DEBTCONSOLIDATION,11.36,0.14,649,Yes,25,174983,25000,3,0
male,Bachelor,3,RENT,PERSONAL,6.91,0.23,678,Yes,25,72900,17000,2,0
male,Bachelor,0,MORTGAGE,EDUCATION,14.65,0.07,528,Yes,21,241346,16000,2,0
male,High School,1,MORTGAGE,PERSONAL,6.76,0.09,657,Yes,25,95737,9000,4,0
male,Associate,1,MORTGAGE,EDUCATION,13.99,0.17,671,No,24,145207,25000,4,0
male,Master,4,RENT,VENTURE,6.62,0.12,666,Yes,24,57035,7000,4,0
male,Bachelor,3,RENT,HOMEIMPROVEMENT,11.01,0.21,585,Yes,26,60933,13000,4,0
male,Master,0,RENT,MEDICAL,11.01,0.22,657,No,22,45612,10000,3,1
male,Bachelor,3,MORTGAGE,EDUCATION,12.68,0.24,656,Yes,23,57283,13850,2,0
male,High School,3,RENT,MEDICAL,7.9,0.16,665,No,24,87080,14000,2,0
female,High School,1,MORTGAGE,VENTURE,14.27,0.16,647,Yes,23,54742,8650,3,0
male,Bachelor,2,MORTGAGE,PERSONAL,7.66,0.08,688,No,25,74774,5650,2,0
male,Master,3,MORTGAGE,DEBTCONSOLIDATION,11.26,0.24,711,Yes,25,41649,10000,3,0
male,Bachelor,0,RENT,DEBTCONSOLIDATION,6.99,0.06,583,Yes,23,28286,1775,2,0
female,Associate,5,RENT,MEDICAL,9.63,0.17,627,Yes,23,34674,6000,4,0
female,High School,1,RENT,EDUCATION,15.99,0.07,586,No,24,54885,4000,3,1
male,Master,3,MORTGAGE,DEBTCONSOLIDATION,15.58,0.47,663,No,24,53726,25000,3,1
female,Bachelor,0,RENT,MEDICAL,15.21,0.24,668,No,21,50074,12000,2,1
male,Master,0,MORTGAGE,EDUCATION,6.92,0.13,685,Yes,26,91218,12000,4,0
male,Associate,0,RENT,MEDICAL,11.99,0.04,647,Yes,23,41006,1800,3,0
female,Master,6,RENT,PERSONAL,11.36,0.05,675,No,26,109136,5525,4,0
female,Master,2,RENT,DEBTCONSOLIDATION,12.98,0.24,568,No,25,30840,7500,2,0
male,High School,3,OWN,VENTURE,14.65,0.14,600,Yes,23,26535,3825,4,0
female,High School,0,RENT,MEDICAL,17.04,0.22,703,No,23,90594,20000,3,1
male,Bachelor,1,RENT,MEDICAL,11.58,0.1,679,Yes,23,203286,20000,4,0
male,High School,4,MORTGAGE,DEBTCONSOLIDATION,16.89,0.19,642,No,24,52540,10000,4,1
male,Bachelor,4,RENT,VENTURE,15.33,0.22,672,No,25,34689,7500,3,1
male,Associate,0,RENT,EDUCATION,11.86,0.06,480,Yes,24,78149,5000,4,0
male,Associate,0,RENT,PERSONAL,8.0,0.04,689,No,24,54246,2000,3,1
male,Master,0,RENT,EDUCATION,11.99,0.05,643,Yes,22,127260,6000,4,0
female,High School,0,MORTGAGE,EDUCATION,11.97,0.09,655,Yes,23,109102,10150,3,0
female,High School,2,RENT,PERSONAL,13.85,0.07,558,Yes,25,368261,24250,4,0
male,High School,0,MORTGAGE,DEBTCONSOLIDATION,15.21,0.08,646,No,23,59620,5000,3,1
male,Associate,0,MORTGAGE,EDUCATION,11.01,0.11,586,Yes,23,110298,12000,4,0
male,Bachelor,4,RENT,VENTURE,9.91,0.11,570,Yes,26,64710,6800,3,0
female,Bachelor,4,MORTGAGE,EDUCATION,10.0,0.1,636,No,25,59957,6000,4,0
female,High School,0,MORTGAGE,MEDICAL,7.9,0.12,648,No,23,46827,5400,4,0
male,High School,1,RENT,HOMEIMPROVEMENT,16.49,0.05,612,No,22,65893,3200,2,1
male,High School,0,RENT,MEDICAL,6.03,0.07,565,Yes,23,90782,6000,3,0
female,Bachelor,2,RENT,DEBTCONSOLIDATION,9.88,0.04,688,No,26,145063,6000,4,0
male,Bachelor,0,MORTGAGE,EDUCATION,8.49,0.09,605,Yes,23,121152,11000,3,0
female,Bachelor,1,MORTGAGE,EDUCATION,7.14,0.08,546,Yes,23,128491,10000,3,0
male,Bachelor,1,MORTGAGE,DEBTCONSOLIDATION,12.69,0.03,568,No,24,69286,2400,4,0
male,High School,3,OWN,VENTURE,13.11,0.3,635,Yes,24,41067,12250,4,0
female,Master,0,RENT,DEBTCONSOLIDATION,9.88,0.22,656,Yes,21,35900,8000,2,0
female,Bachelor,1,RENT,DEBTCONSOLIDATION,11.01,0.02,667,Yes,24,61097,1500,2,0
female,Master,0,RENT,MEDICAL,10.36,0.28,563,No,23,89499,25000,2,1
female,High School,4,MORTGAGE,HOMEIMPROVEMENT,9.62,0.08,627,Yes,25,66070,5100,4,0
female,Bachelor,3,OWN,MEDICAL,6.17,0.07,657,No,25,72017,5000,2,0
male,Bachelor,0,OWN,VENTURE,12.53,0.04,677,Yes,24,49309,2000,4,0
male,High School,2,MORTGAGE,VENTURE,6.03,0.11,681,Yes,23,90940,10200,3,0
female,High School,5,RENT,VENTURE,11.89,0.13,653,No,25,49059,6500,3,0
male,High School,2,OWN,VENTURE,9.91,0.04,543,Yes,26,64515,2500,2,0
male,High School,0,OWN,PERSONAL,11.01,0.16,613,Yes,22,29765,4750,3,0
male,High School,0,RENT,PERSONAL,12.84,0.03,604,Yes,22,29716,1000,3,0
female,High School,0,MORTGAGE,DEBTCONSOLIDATION,11.01,0.05,628,Yes,23,97941,5000,2,0
male,Associate,2,RENT,EDUCATION,11.71,0.16,609,No,23,36617,6000,3,0
male,Master,2,RENT,PERSONAL,13.49,0.2,674,No,25,59960,12000,4,1
female,High School,0,RENT,DEBTCONSOLIDATION,10.59,0.2,662,Yes,22,55817,11000,2,0
male,Associate,5,RENT,PERSONAL,8.49,0.12,657,Yes,25,56144,7000,2,0
male,Associate,2,MORTGAGE,DEBTCONSOLIDATION,13.22,0.08,575,Yes,26,39906,3000,3,0
male,Associate,1,MORTGAGE,HOMEIMPROVEMENT,6.99,0.08,586,Yes,24,89449,7000,4,0
male,Bachelor,2,MORTGAGE,VENTURE,10.99,0.09,630,No,26,145105,13000,2,0
male,Bachelor,0,MORTGAGE,EDUCATION,12.18,0.05,581,Yes,25,80921,4000,2,0
female,Bachelor,0,RENT,DEBTCONSOLIDATION,10.0,0.23,677,Yes,22,90694,21000,4,0
male,Master,2,RENT,MEDICAL,13.79,0.1,699,No,21,25152,2500,4,0
female,Master,2,RENT,MEDICAL,11.01,0.23,662,Yes,24,43042,10000,2,0
male,High School,2,MORTGAGE,VENTURE,11.01,0.16,568,Yes,22,61073,10000,3,0
male,Bachelor,0,MORTGAGE,HOMEIMPROVEMENT,5.42,0.12,650,Yes,24,69152,8000,4,0
female,Bachelor,0,RENT,PERSONAL,11.49,0.14,689,Yes,22,37024,5000,4,0
female,Bachelor,2,MORTGAGE,VENTURE,10.0,0.24,712,No,24,63284,15000,4,0
female,Associate,1,MORTGAGE,HOMEIMPROVEMENT,10.99,0.07,542,Yes,26,107633,8000,3,0
male,Bachelor,2,RENT,DEBTCONSOLIDATION,8.9,0.28,632,No,22,58451,16500,3,1
female,High School,0,MORTGAGE,EDUCATION,11.48,0.23,503,Yes,22,93314,21000,3,0
female,Bachelor,7,RENT,VENTURE,14.42,0.18,634,Yes,25,84618,15000,2,0
female,Associate,4,RENT,VENTURE,16.32,0.13,672,No,24,118578,16000,4,1
male,High School,3,MORTGAGE,VENTURE,7.49,0.12,625,No,23,66927,8000,2,0
female,Associate,4,RENT,VENTURE,10.25,0.34,735,No,23,44385,15000,3,1
female,Bachelor,0,RENT,MEDICAL,15.65,0.22,684,No,24,76600,16800,4,1
male,Bachelor,0,MORTGAGE,PERSONAL,6.03,0.06,587,Yes,24,87214,5000,4,0
female,Bachelor,3,MORTGAGE,MEDICAL,12.21,0.21,553,Yes,24,57558,12000,3,0
male,Master,0,MORTGAGE,DEBTCONSOLIDATION,13.47,0.05,709,No,24,61036,3000,3,0
male,High School,3,RENT,EDUCATION,7.9,0.15,543,No,25,33600,5000,3,1
female,High School,0,RENT,DEBTCONSOLIDATION,13.85,0.11,646,No,23,87319,10000,3,0
female,Associate,0,MORTGAGE,DEBTCONSOLIDATION,11.48,0.3,645,No,22,69969,21000,3,0
female,Bachelor,3,RENT,EDUCATION,9.45,0.13,645,Yes,24,30933,4000,2,0
female,High School,4,RENT,VENTURE,11.83,0.3,615,No,23,65714,20000,2,1
male,Associate,1,RENT,MEDICAL,12.69,0.05,641,Yes,25,47305,2200,3,0
female,Master,6,MORTGAGE,MEDICAL,11.89,0.29,619,Yes,25,87256,25000,2,0
female,Bachelor,1,MORTGAGE,EDUCATION,7.14,0.08,686,No,22,82517,6400,3,0
male,Master,0,RENT,EDUCATION,8.94,0.14,622,No,23,15016,2100,2,1
male,High School,0,RENT,DEBTCONSOLIDATION,14.27,0.02,562,Yes,24,139117,3000,2,0
male,High School,0,RENT,VENTURE,10.25,0.24,689,No,23,72088,17000,4,0
male,Bachelor,2,RENT,DEBTCONSOLIDATION,10.25,0.34,693,No,23,73263,25000,2,1
male,Associate,0,RENT,MEDICAL,7.88,0.22,653,No,22,58217,13000,2,1
male,Master,1,RENT,VENTURE,5.79,0.22,686,Yes,22,48914,11000,2,0
male,Associate,3,RENT,EDUCATION,11.36,0.1,606,Yes,24,10482,1000,4,0
male,Associate,2,RENT,EDUCATION,14.35,0.04,696,No,22,66854,2500,4,0
male,High School,1,MORTGAGE,EDUCATION,11.01,0.19,453,No,24,20999,3900,2,1
male,Associate,6,MORTGAGE,EDUCATION,11.01,0.12,615,Yes,26,64565,8000,3,0
male,High School,2,MORTGAGE,DEBTCONSOLIDATION,14.79,0.12,571,Yes,23,48783,6000,3,0
male,High School,0,MORTGAGE,MEDICAL,10.65,0.11,633,No,22,65529,7000,2,0
male,Associate,0,MORTGAGE,EDUCATION,6.03,0.13,640,No,21,78910,10000,3,0
male,Master,0,RENT,VENTURE,13.06,0.21,628,Yes,24,96782,20000,3,0
male,Associate,4,MORTGAGE,HOMEIMPROVEMENT,10.65,0.17,660,No,26,72644,12000,2,0
male,Bachelor,1,RENT,VENTURE,15.62,0.24,660,No,24,29600,7000,4,1
male,Bachelor,0,MORTGAGE,MEDICAL,15.62,0.15,629,No,22,111152,16800,4,1
male,Bachelor,1,RENT,PERSONAL,8.9,0.14,684,Yes,24,146309,20000,4,0
female,Associate,1,OWN,VENTURE,11.12,0.16,676,No,24,60951,10000,2,0
male,Master,4,MORTGAGE,PERSONAL,10.99,0.04,648,Yes,24,174844,7000,2,0
male,Bachelor,3,RENT,MEDICAL,15.23,0.11,651,Yes,21,10553,1200,2,0
female,High School,0,MORTGAGE,MEDICAL,12.98,0.12,585,No,23,42805,5000,2,1
male,Master,5,MORTGAGE,PERSONAL,7.51,0.15,718,No,26,67053,10000,2,1
male,Master,0,RENT,VENTURE,7.9,0.05,605,Yes,26,100300,5450,3,0
male,High School,0,MORTGAGE,EDUCATION,16.4,0.27,650,Yes,25,62198,16750,3,0
male,Bachelor,0,MORTGAGE,VENTURE,11.01,0.06,678,Yes,22,102624,6000,4,0
male,High School,3,OWN,PERSONAL,11.83,0.05,527,Yes,26,108156,5000,4,0
male,Master,4,MORTGAGE,DEBTCONSOLIDATION,9.63,0.11,620,Yes,25,131731,14000,2,0
male,Bachelor,3,RENT,EDUCATION,8.49,0.06,696,No,23,116421,7300,4,0
male,Master,3,MORTGAGE,PERSONAL,14.27,0.41,668,No,26,73068,30000,3,0
male,Bachelor,1,MORTGAGE,HOMEIMPROVEMENT,14.84,0.09,691,No,26,84780,8000,3,0
male,Associate,2,RENT,DEBTCONSOLIDATION,9.2,0.18,635,Yes,22,43508,8000,4,0
female,Bachelor,3,RENT,MEDICAL,10.37,0.11,697,No,25,87577,10000,4,0
male,High School,0,RENT,EDUCATION,16.89,0.16,574,No,21,38108,6000,4,1
female,Master,0,RENT,MEDICAL,9.99,0.08,700,Yes,24,79090,6400,3,0
female,High School,5,RENT,EDUCATION,10.37,0.22,599,No,26,63307,14000,2,1
male,Bachelor,4,RENT,MEDICAL,17.51,0.16,657,No,23,85507,14000,2,1
male,Bachelor,5,MORTGAGE,HOMEIMPROVEMENT,7.68,0.05,635,No,26,76592,3500,4,0
male,Master,0,MORTGAGE,EDUCATION,11.01,0.06,678,Yes,22,87086,5000,3,0
male,Master,5,MORTGAGE,PERSONAL,7.66,0.08,669,No,24,90514,7000,3,0
male,Associate,0,RENT,VENTURE,11.01,0.08,655,Yes,21,123464,10000,3,0
male,Bachelor,0,RENT,PERSONAL,12.53,0.14,660,No,25,103899,15000,4,0
female,High School,1,RENT,VENTURE,6.17,0.04,572,Yes,25,51696,1925,2,0
male,Bachelor,5,MORTGAGE,VENTURE,13.61,0.11,673,Yes,23,70586,8000,4,0
male,High School,7,RENT,PERSONAL,6.03,0.09,641,Yes,25,99134,9200,3,0
female,High School,0,RENT,EDUCATION,13.22,0.17,636,No,22,36719,6300,3,0
male,Master,3,MORTGAGE,VENTURE,11.01,0.1,665,No,26,141608,14400,4,0
male,High School,2,MORTGAGE,VENTURE,11.01,0.09,605,Yes,26,111442,10000,3,0
male,High School,1,RENT,MEDICAL,11.01,0.25,598,No,24,35293,8875,4,1
male,Associate,0,OWN,VENTURE,11.48,0.3,666,Yes,21,40543,12000,4,0
female,Bachelor,2,RENT,DEBTCONSOLIDATION,15.62,0.11,691,No,25,65772,7000,3,1
female,High School,4,OWN,EDUCATION,14.61,0.27,578,Yes,25,36721,10000,3,0
female,Associate,0,MORTGAGE,MEDICAL,8.59,0.06,637,Yes,22,35550,2000,4,0
female,Bachelor,5,RENT,PERSONAL,11.01,0.23,584,No,23,41762,9500,4,1
female,Associate,1,RENT,HOMEIMPROVEMENT,19.29,0.03,661,No,22,42303,1200,2,1
male,High School,6,RENT,VENTURE,15.95,0.22,656,No,25,89805,20000,3,1
male,Bachelor,2,MORTGAGE,HOMEIMPROVEMENT,11.01,0.17,663,Yes,25,70177,12275,3,0
female,Master,0,MORTGAGE,EDUCATION,11.01,0.07,673,Yes,25,145204,10000,2,0
female,Associate,1,RENT,PERSONAL,11.01,0.34,582,No,25,44357,15000,3,1
male,High School,3,RENT,MEDICAL,7.29,0.04,645,Yes,24,90129,3500,3,0
male,High School,0,RENT,VENTURE,11.01,0.12,632,Yes,24,114941,14000,4,0
male,Master,0,RENT,VENTURE,5.42,0.04,591,Yes,23,85260,3500,2,0
male,Master,0,RENT,MEDICAL,17.49,0.15,659,No,23,44071,6500,4,1
male,Associate,1,RENT,VENTURE,10.99,0.1,637,Yes,22,37160,3600,4,0
female,Bachelor,2,OWN,EDUCATION,15.31,0.24,678,No,22,22628,5400,4,1
male,Associate,0,RENT,VENTURE,10.59,0.11,550,Yes,21,15134,1600,2,0
female,Bachelor,6,RENT,VENTURE,13.98,0.25,633,No,25,63540,16000,4,1
female,Bachelor,1,MORTGAGE,DEBTCONSOLIDATION,14.79,0.02,673,No,25,58706,1400,3,0
male,Associate,3,MORTGAGE,MEDICAL,7.49,0.13,645,Yes,25,108101,14000,2,0
female,Bachelor,3,RENT,PERSONAL,11.01,0.03,639,Yes,24,180947,5000,2,0
male,High School,2,OWN,VENTURE,12.53,0.2,654,No,24,122328,24250,3,0
female,High School,0,RENT,VENTURE,7.74,0.07,625,No,22,76707,5000,4,0
female,Associate,3,RENT,HOMEIMPROVEMENT,9.62,0.1,621,Yes,25,97020,10000,4,0
male,Associate,3,RENT,PERSONAL,19.41,0.23,602,No,23,56268,12800,2,1
female,High School,0,RENT,MEDICAL,12.84,0.11,692,Yes,23,52381,6000,3,0
male,High School,0,MORTGAGE,EDUCATION,9.32,0.21,663,Yes,24,60910,12500,3,0
female,High School,0,MORTGAGE,MEDICAL,11.83,0.11,645,No,22,110511,12000,2,0
male,High School,0,RENT,DEBTCONSOLIDATION,12.68,0.02,591,No,22,84576,1350,3,0
female,Bachelor,0,RENT,PERSONAL,9.45,0.16,715,Yes,22,25101,4000,3,0
female,Bachelor,0,RENT,DEBTCONSOLIDATION,17.49,0.11,684,No,26,18378,2000,3,1
male,High School,0,MORTGAGE,EDUCATION,9.25,0.11,623,Yes,22,99229,10750,3,0
female,High School,0,RENT,HOMEIMPROVEMENT,9.91,0.02,646,No,24,112528,2100,2,1
male,Master,0,RENT,PERSONAL,11.86,0.11,631,Yes,23,90730,10000,2,0
female,High School,2,RENT,PERSONAL,10.74,0.09,618,Yes,25,68131,6000,2,0
female,High School,1,RENT,DEBTCONSOLIDATION,12.87,0.12,631,Yes,24,64432,8000,4,0
male,High School,3,MORTGAGE,DEBTCONSOLIDATION,17.27,0.42,606,No,24,53912,22800,3,1
female,High School,3,OWN,DEBTCONSOLIDATION,17.58,0.2,576,Yes,25,76193,15000,3,0
male,Master,4,RENT,EDUCATION,11.28,0.09,678,No,25,70383,6000,3,1
male,High School,0,RENT,EDUCATION,13.11,0.07,514,Yes,22,86794,6400,4,0
female,High School,0,RENT,PERSONAL,16.89,0.13,632,No,22,51403,6600,3,1
female,Master,0,RENT,EDUCATION,11.01,0.18,664,No,22,61281,11000,3,0
female,Bachelor,0,OWN,VENTURE,5.42,0.12,527,Yes,23,44118,5500,3,0
male,Bachelor,2,MORTGAGE,HOMEIMPROVEMENT,9.64,0.26,615,No,25,94604,25000,4,0
male,Associate,0,RENT,VENTURE,14.74,0.19,643,Yes,21,53924,10000,3,0
male,High School,1,RENT,MEDICAL,13.16,0.15,540,Yes,23,77928,12000,4,0
male,Bachelor,0,MORTGAGE,EDUCATION,12.87,0.08,518,Yes,23,120936,10000,4,0
male,High School,3,MORTGAGE,MEDICAL,11.97,0.1,633,No,23,70835,7200,2,1
male,Bachelor,3,RENT,PERSONAL,11.97,0.1,633,No,26,65719,6600,3,0
male,Bachelor,3,RENT,EDUCATION,12.98,0.1,572,Yes,22,52105,5000,4,0
male,Bachelor,3,RENT,EDUCATION,7.9,0.31,647,No,23,81255,25000,3,1
male,Bachelor,1,MORTGAGE,MEDICAL,7.14,0.08,616,No,24,49383,4000,2,0
female,Bachelor,2,RENT,EDUCATION,15.65,0.12,680,No,24,29814,3500,4,1
male,Bachelor,0,RENT,EDUCATION,11.36,0.12,674,No,22,49646,6000,4,1
male,High School,0,MORTGAGE,DEBTCONSOLIDATION,15.62,0.15,647,No,23,77922,12000,4,1
male,Bachelor,3,MORTGAGE,DEBTCONSOLIDATION,13.57,0.07,660,Yes,25,147229,10000,4,0
male,Associate,2,OTHER,HOMEIMPROVEMENT,11.01,0.17,601,No,22,72093,12000,4,1
female,Master,4,MORTGAGE,DEBTCONSOLIDATION,13.92,0.05,650,Yes,26,151928,7500,2,0
male,Master,1,OWN,HOMEIMPROVEMENT,11.66,0.09,615,Yes,25,78809,7000,3,0
male,Master,0,RENT,EDUCATION,10.99,0.15,594,No,25,94543,14000,2,0
male,Bachelor,0,RENT,DEBTCONSOLIDATION,12.99,0.11,539,Yes,21,44325,5000,4,0
male,Associate,1,MORTGAGE,MEDICAL,12.68,0.16,629,Yes,25,91801,15000,3,0
male,High School,0,MORTGAGE,EDUCATION,11.01,0.0,577,No,22,220715,1000,2,0
male,Master,0,MORTGAGE,DEBTCONSOLIDATION,5.79,0.18,687,No,22,43378,8000,3,0
male,Bachelor,3,RENT,MEDICAL,14.46,0.14,589,No,25,69368,9600,3,1
male,High School,0,RENT,DEBTCONSOLIDATION,9.99,0.17,533,Yes,23,144743,25000,2,0
male,Bachelor,2,MORTGAGE,PERSONAL,6.39,0.05,674,No,22,66070,3500,4,0
male,Master,0,OWN,VENTURE,9.32,0.1,660,Yes,23,14182,1400,4,0
female,High School,1,RENT,MEDICAL,11.71,0.06,548,Yes,23,126935,7200,2,0
male,Bachelor,3,MORTGAGE,MEDICAL,11.01,0.08,672,No,26,103037,8000,4,0
male,Master,3,MORTGAGE,PERSONAL,7.4,0.04,596,Yes,24,102989,4400,3,0
female,Bachelor,0,RENT,DEBTCONSOLIDATION,10.71,0.09,694,No,22,33597,2925,3,0
male,High School,0,OWN,VENTURE,10.36,0.08,668,No,22,36742,3000,2,0
female,Bachelor,4,RENT,EDUCATION,10.99,0.37,549,No,25,57436,21250,2,1
male,Associate,5,RENT,MEDICAL,12.53,0.1,621,Yes,24,58552,6000,3,0
female,Associate,2,MORTGAGE,HOMEIMPROVEMENT,15.23,0.04,590,Yes,25,127207,4800,2,0
female,Master,1,RENT,DEBTCONSOLIDATION,13.61,0.08,565,Yes,23,47052,3600,3,0
male,High School,0,RENT,EDUCATION,11.36,0.07,673,No,22,30300,2000,3,0
female,Bachelor,4,MORTGAGE,DEBTCONSOLIDATION,12.42,0.22,688,Yes,26,57514,12725,3,0
male,Bachelor,4,RENT,PERSONAL,17.27,0.06,618,No,24,49050,3000,2,1
male,Associate,2,MORTGAGE,EDUCATION,10.0,0.16,563,Yes,22,72913,12000,3,0
female,Master,5,RENT,EDUCATION,7.49,0.22,697,Yes,25,46341,10000,2,0
female,Associate,0,RENT,PERSONAL,5.99,0.14,609,Yes,24,72145,10000,4,0
male,High School,1,RENT,MEDICAL,7.9,0.03,642,No,24,114781,4000,4,0
male,Master,2,RENT,EDUCATION,14.27,0.13,602,Yes,23,75412,10000,2,0
female,Associate,0,RENT,PERSONAL,15.28,0.14,618,No,22,23687,3200,2,1
female,Associate,0,OWN,EDUCATION,11.01,0.06,545,Yes,22,60983,3600,3,0
male,Bachelor,1,MORTGAGE,HOMEIMPROVEMENT,6.99,0.08,597,Yes,26,39787,3250,2,0
male,Bachelor,1,RENT,PERSONAL,11.71,0.26,687,No,23,46759,12000,4,1
female,Master,0,RENT,VENTURE,17.04,0.13,634,No,22,58468,7500,2,0
female,High School,0,RENT,EDUCATION,11.01,0.15,528,No,21,33381,5000,3,0
male,Master,4,OWN,HOMEIMPROVEMENT,7.51,0.4,631,No,26,15419,6100,4,1
male,High School,4,MORTGAGE,EDUCATION,7.29,0.06,526,Yes,25,141433,8400,3,0
female,Bachelor,2,RENT,EDUCATION,13.57,0.06,698,No,22,15436,1000,2,1
male,High School,3,RENT,EDUCATION,11.58,0.05,600,Yes,23,103058,5000,3,0
male,Bachelor,0,RENT,EDUCATION,10.39,0.31,642,No,22,38532,12000,2,1
female,Master,0,MORTGAGE,DEBTCONSOLIDATION,15.62,0.12,654,No,22,83510,10000,3,1
